id;produkt;kcal;bialko;weglowodany;tluszcze
9391;Twarog chudy - Siedlce B;91;18.2;3.6;0
9392;Mleko kokosowe domowe;99;0.9;1.5;10.5
9393;Filety ze sledzia w sosie pomidorowym - Graal;147;10;5;9
9394;Mleko zambrowskie 3.2 %;60;3.2;4.7;3.2
9395;Chrupki;357;7;80;1
9396;Zupa Smaczny Rosol z kury z makaronem (po przyrzadzeniu) - Winiary;15;0.5;2.8;0.1
9397;Zupa Smaczna Pieczarkowa z grzankami (po przyrzadzeniu) - Winary;31;0.4;3.6;1.6
9398;Pierogi z miesem - Gastronom;207;11;31;4
9399;Ciecierzyca salatka z pstragiem wedzonym - Dega;177;6.5;15;8.6
9400;lopatka o smaku pieczeniowym wolno gotowana. Krucha Wolowina - Sokolow;125;20;2.2;4
9401;Obiad z warzywami;116;9.5;3.5;7.1
9402;Lody jogurtowe - Lidl;185;4.1;24;8
9403;Kefir naturalny - OSM Skala;45;3;4.3;1.5
9404;Tortilla Wraps Wholemeal - Crusti Croc;289;9.3;46.3;6
9405;Tunczyk w kawalkach w oleju slonecznikowym - Princes;177;23;0.1;9.4
9406;Kruszonka;447;6;57;21
9407;Ser Fromage;221;20;3.6;14
9408;Kotlet z ciecierzycy;277;11;31;13
9409;Ocet jablkowy - Rossmann;20;0.1;0.1;0.5
9410;Likier Canari;309;0;33;0
9411;Cheeseburger wieprzowy Chef Select - Lidl;300;11;26;16
9412;Kotlet ziemniaczany z grzybami;232;5;21;13
9413;High Whey Protein Bar (Activ Labs);447;24;47;18
9414;Lasagne z mozzarella i serem zoltym;131;9;9;7
9415;Chipsy tortilla bez glutenu slone;458;6;76;14
9416;Sok z nektarynki;37;0;9;0
9417;Serek z papryka - Ostrowia;243;5;4;23
9418;Zupa z galaretki z nozek wieprzowych;79;6;0.3;5.9
9419;Oranzada - Hellena;35;0;8.5;0
9420;Baton Panna Cotta;503;4.8;60;27
9421;Napoj smoothie cool (trusk-ban-jag);56;1;12;0
9422;Stek gorski vege bez cholesterolu - Salve Natura;237;20.5;10.1;12.4
9423;Napoj - Rice Dream;51;0.1;10.1;1.1
9424;zupa z cukinii dwu kolorowa;195;11;19;8.3
9425;Kotlet z kalafiora;74;3.4;9.1;2.2
9426;olimp sweetdreams;346;65;11;6
9427;Lody Choco Crisp Gelatelli;320;4.3;29.5;20.5
9428;Baton Magija czekoladowa;401;10.9;35;24
9429;Ser plesniowy Camembert Naturalny MiniaTurki pelnotlusty - Turek;356;18;1.3;31
9430;Baton proteinowy cookies;346;50;24;8.3
9431;Czekolada biala - Tesco;555;5.5;58.5;33.2
9432;ciasteczka gryczane;460;6.1;72;17.4
9433;Sierpc Ser markiz 150 g;352;26;1.2;27
9434;Herbatniki z makiem - Biedronka;457;6;64;19
9435;Nutrend Excelent 24% protein bar chocolate-nougat;426;23.9;43.7;17
9436;Flaki wolowe gotowane krojone - Biedronka;89;19;0;1
9437;Herbata Hagebutte z Hibiskusem;2;0;0.6;0
9438;Piers z kurczaka w migdalach;210;30;4.5;9
9439;Kotlet ryzowy;299;10.5;39.8;11.2
9440;Zupa Nudle Pomidorowa (po przyrzadzeniu) - Knorr;95;2;13;4
9441;Czekolada mleczna z nadzieniem kawowym - Trapa;549;4;59;33
9442;Przyprawa do gulaszu - Kamis;229;12;27;7.2
9443;Pudding na zimno waniliowy - Winiary;105;2.9;19.3;1.7
9444;Szaszlyk warzywny;136;2;14;8
9445;Salatka M&S (feta. pomidory. bazylia);175;6;23;8
9446;7 days double max - wanilia z wisnia;420;6;46;24
9447;Glutamine zero;38;0;5.5;0.1
9448;Platki Granola - Jordans;398;9.9;68.9;7.5
9449;Mieszanka warzywna Oriental Style - Lidl;55;1.7;4.5;3.4
9450;losos atlantycki;185;21;0;11
9451;Czekolada 50% lindt;553;5.6;48;36
9452;Surowka ukrainska - Dominik;105;1.4;6.9;7.8
9453;Czekolada Toffee - Milka;440;3.5;65.5;19
9454;Rogalik pudrowany (6 = ok 100g);470;8;65;21
9455;Maslo orzechowe nuts'n more Toffe crunch;540;36;33;30
9456;Jogurt polski pitny Mlekovita;70;2.8;13;0.8
9457;Baton Nutella Bready;498;8.3;60.4;23.9
9458;Wafle mini zbozowe - EuroWafel;430;7;78;9
9459;Zupa porowa z serkiem topionym i smietana;152;10;1;12
9460;Guma do zucia Winterfresh Original;144;0;59.9;0
9461;Maca tradycyjna;347;9.2;74.9;1.2
9462;Jogurt typu greckiego truskawkowy z owocami lesnymi - Piatnica;94;7;12;2
9463;Salatka z tunczykiem - ZPH Witamina;151;3.4;2.7;14
9464;Owsianka moja;428;13.5;43.9;19.9
9465;Tesco Value Pierogi z kapusta i grzybami;191;5;37;2.1
9466;Salatka warzywna ze sledziem i papryka;163;4;11;11
9467;zurek (proszek);21;0.8;3.9;0.2
9468;Mus czekoladowy - Deluxe;192;4.3;24.2;8.4
9469;Pasta tajska curry;67;7;5;3
9470;Zupa krem z zoltych warzyw - Iglotex;39;1.6;4.9;0.7
9471;Przysmak rybny z serem i ziolami - Frosta;234;11.8;18.9;12.2
9472;Filet z gesi;161;22.7;2.7;7.1
9473;Dietetyczne lody;71;6.7;7.9;1.4
9474;Makaron na patelnie z sosem Napoletana (Hortex);90;3;15.9;1.2
9475;Kasza owsiana (nieugotowana);375;12;65;6.9
9476;Wrap Tajski;436;23;65.5;11
9477;Baton Pulse - Isostar;380;4.8;66.4;10.4
9478;DL koktail truskowkowy;332;36;43;7.4
9479;Nalesniki bez maki;168;12.9;11.4;6.9
9480;Tortellini z prosciutto i serem;300;13;44;7.5
9481;Mieszanka warzywna marchewka i groszek 450 (mrozonka);52;3;7;0.5
9482;Czekolada gorzka 70% Delica Dore - Millano;516;6.8;32;38
9483;Sos Butter Chicken - Patak's;145;1.2;7.6;11.9
9484;Sos pomidorowy - Forte;29;1.8;4.6;0.1
9485;lody Grand o smaku deseru panna cotta z musem malinowym w czekoladzie;299;3.3;31;18
9486;Mieszanka ziaren;545;23.6;20.1;43.2
9487;Wafel ryzowy Reis Waffeln mit Joghurtglasur;478;8.1;66;20
9488;Banan w ciescie;111;2;11;7
9489;Flaczki z boczniakow;17;0.7;1.6;1
9490;Pudding czekoladowy;106;2.8;17.9;2.4
9491;Sok z rozowych grejpfrutow naturalnie metny - Ogrody Natury;40;0.5;9.2;0.1
9492;M ller Mix Jogurt o smaku waniliowym z kulkami zbozowymi w czekoladzie mlecznej i bialej;140;3.9;15;4.9
9493;Orzeszki w chrupkiej skorupce cebulka - Max Snack;529;12;42;34
9494;Lody smietankowe Marletto Biedronka;156;3;20;7
9495;Tost z maka pelnoziarnista - Schulstad;247;7.4;46;2.6
9496;Soczewica zielona konserwowa;103;6.6;16.5;1.2
9497;Zupa Goracy Kubek Pomidorowa na Bogato (po przyrzadzeniu) - Knorr;52;1.9;9.5;0.6
9498;Ser Gouda Leicht;283;30.8;0;17.4
9499;Kanapka Mega Pocket KFC;213;11;21;9
9500;Chrzan ze sloika - Biedronka;116;2.3;16;5.3
9501;Jogurt Onken - Dr. Oetker;68;3.7;3.4;3.7
9502;Paczek kokosowy - Dunkin Donuts;290;3;33;17
9503;Lody rozek Princessa Zebra;265;3.2;36.4;11.4
9504;Makaron z czosnkiem i krewetkami;188;16.7;17.2;5.8
9505;Morwa czarna (suszona);339;4.2;74.6;1.5
9506;Pierogi z gesina i zurawina;212;9;25;8
9507;zurawina suszona - Finesia;320;0.1;84.2;1
9508;Platy sledziowe w occie Bismarck - Lisner;117;9;2;9
9509;Sok z jagody - Albert;47;0.2;11;0
9510;Chleb zytni na maslance;255;7;50;3
9511;Chlodnik warzywny;55;3.6;5.1;1.8
9512;Wafelki familijne gofrowe czekoladowe;525;6.1;61;28
9513;ciastka owsiane organiczne;424;9.5;58.7;16.9
9514;REALPHARM KAZEINA 100;353;82;4;1
9515;Warzywa na patelnie z pieczarkami - Unifreeze;68;2.1;10.6;1.9
9516;Ryz zolty;360;8;76;2.4
9517;Salami z czosnkiem;334;25;3;25
9518;Cukinia z baklazanem (danie);55;1.1;11;1
9519;Napoj Sun Cruiser cytrynowy Eis tea - Netto;28;0;7.1;0
9520;Ser salatkowo-kanapkowy - Tolonis;190;13;7.5;12
9521;Lody Big Milk Vanilla - Algida;167;2.4;26;5.8
9522;Dzem rabarbarowy;253;0.6;61.8;0.1
9523;Udka z kurczaka na ostro;125;16;0.1;6.6
9524;wolowina mix 5% i 18%;126;20.3;0;5
9525;Jogurt naturalny - Total;63;4.1;6;2.5
9526;Wafle ryzowe lekko solone;379;9.6;75.8;2.6
9527;Salatka sledziowa z groszkiem;166;4.9;11;11
9528;Baton Lion bardziej chrupiacy XL - Nestle;466;4.3;65.7;20.7
9529;Zielone pudelko z kebabem i sosem shoarma - Grzeskowiak;88;3.7;6.8;5.8
9530;Kefir deserowy z konfitura wisniowo-jablkowa;108;3;10.7;5.9
9531;Jogurt Jogobella light do picia owoce lesne;42;3.1;6.7;0.1
9532;Ciasteczka kruche cytrynowe;521;5.9;60.8;28
9533;Serek Danio Extra z kawalkami bialej brzoskwini i bialej czekolady;128;5.5;15.8;4.7
9534;Serek homogenizowany brzoskwinia-marakuja;122;5.2;13;5.5
9535;Serek homogenizowany tiramisu;129;7.5;15.9;4
9536;Chleb Fitness Style z soja - Schulstad;198;6.8;35.9;2.8
9537;Chleb Jana - Putka;235;7;43;5
9538;Chleb Essenski ze skielkowanego ziarna pszenicy z rodzynkami - TerraSana;224;10.3;49.8;2.1
9539;Deser jogurtowy Polskie Smaki owoce lesne - Bakoma;71;2.1;12.7;1.3
9540;Deser Fruttina wisnie & pudding waniliowy - Dr. Oetker;105;1.7;20.6;1.6
9541;Lody Algida Big Milk Trio;140;3.5;21;4
9542;Lody Belgian Chocolate;313;4.4;26.6;20.6
9543;Lody Bounty;279;3.9;26.9;17
9544;Lody Cornetto Italiano czekoladowo - waniliowe;290;4;39;13
9545;Lody Caffe Latte - Grand;280;3.4;24.7;18.4
9546;Lody Magnum mini almond;350;5;32;23
9547;Lody Nesquik;182;2.9;29;6.1
9548;Petitki Lubisie mis o smaku jogurtowo-bananowym;390;5.8;59.5;15
9549;Dzem z aronii lub truskawki Bio;143;0.5;34;0.3
9550;Dzem brzoskwiniowy z marakuja;143;0;35;0
9551;Platki sniadaniowe z pelnego ziarna pszenicy z malina i zurawina - Fitella;369;12.9;64.6;3.1
9552;Platki ActiVita wisnia i czekolada - Lubella;376;10.6;66.1;4.6
9553;Grancereale classico. ciasteczka zbozowe z blonnikiem;466;8;60.7;19.5
9554;Ser Gouda Figura;278;27.5;1.3;18.1
9555;Lody Sernik z rodzynkami;224;3.7;27.1;11.1
9556;Chipsy Tasty o smaku zielonej cebulki - Top;558;5.8;53;35
9557;Pieczywo chrupkie kukurydziane z serem;358;9.1;75.8;2.4
9558;Ser twarogowy z czosnkiem - Turek;134;7.4;4.7;9.5
9559;Sok Vita Complex z malina i acai - Tymbark;40;0.4;9.4;0.1
9560;Sok Owoce Poludniowe premium - Dr Witt;44;0.3;10.4;0.1
9561;Podudzie z kurczaka - Danie Express - Biedronka;169;23;2;8
9562;Mala tortilla - Benus;319;8.5;54.4;7
9563;Chipsy Panczo serowe - Biedronka;491;6;63;23
9564;Zupa krem z selera - Pan Seler & Jablko;41;1;5;2
9565;Lody Kit Kat;199;2.1;25.9;9.4
9566;Ser podpuszczkowy dojrzewajacy Szafir;356;27;0.1;27.5
9567;Lody Iza;184;2.5;23.7;8.8
9568;Parowki sojowe chili;181;17;7;9
9569;Lod Rolada Tecza;176;3;22;9
9570;smietanka do kawy 18% tluszczu;186;2.5;3.6;18
9571;Ser bialy kozi Buche de chevre;276;18.5;1;22
9572;Parowki z szynki - Olewnik;255;13;3.5;21
9573;Ciasto dietetyczne bialkowe;202;18;22;4
9574;ciastko na cieplo jablkowe McDonald's;300;2.6;34;17
9575;Strips Menu - KFC;264;15.3;14.8;15.9
9576;Herbatki z dodatkiem czekolady (maslano kakaowe) - Bonitki;463;7;74;15
9577;Platki owsiane blyskawiczne Kros;327;7;75;2
9578;Salatka Cezar - KFC;41;8;1;0.2
9579;Pizza z Chorizo i papryka - Biedronka;287;13.3;26.6;14.2
9580;Creme brulee deluxe;229;4.6;22.5;13.4
9581;Salatka szwedzka slodka;23;0.6;5.2;0
9582;Baton musli - Lidl;427;7.2;60;18
9583;Risotto z krewetkami na bulionie spod osmiornicy;83;5.2;10.2;2.6
9584;Surimi sticks frozen (paluszki krabowe) - VICI;131;6.1;18.1;3.8
9585;Kielbaska sojowa;169;17;7.3;7.8
9586;ciastka francuskie z cynamonem;492;6.8;65;22
9587;Ser fromage - Mlekovita;221;20;3.6;14
9588;"Deser lodowy truskawka jagoda :""Deluxe"" z Lidla ";174;2;27;6
9589;Napoj bananowy (nektar) - Hortex;49;0.3;11.6;0.1
9590;Napoj energetyczny Vitamin Energy Drink (Magnesium + B6) - Tiger;48;0;12;0
9591;Medalion z lososia;212;17;0;16
9592;Chleb razowy z miodem - Garant;241;5.5;47;1.4
9593;REGO Rapid Recovery (SIS);374;40;46;0.6
9594;Salatka Hetmanska (sloik);43;1.2;7.3;0.6
9595;Ciasto Tofurnik;176;7.9;21.2;7.8
9596;Makaron jajeczny szlachecki;358;14;69;2.3
9597;Twarog chudy Ulubiony - Polmlek;101;20;4;0.5
9598;Kakao WPI 90 KFD (proszek);372;90;2.4;0.1
9599;Hamburger drobiowy;206;11;6.8;15
9600;Lody ryzowe;219;0.7;37.7;7.2
9601;Tortilla Espanola;160;5;11;10
9602;Morele suszone - Aldi;288;5.4;72.2;1.2
9603;jogurt malinowy TWIST;79;2.9;12.8;1.8
9604;Pieczonki;132;6.3;18.5;4.1
9605;lody sojowe z wisniami;186;2.8;22;9.5
9606;Kielbasa mysliwska - Nasze Smaki;381;27;0.8;30
9607;Kapusta bigosowka - Krakowski Kredens;95;2.3;3.2;8.2
9608;Jogurt wysmienity gruszka - Biedronka;94;2.4;15.4;2.5
9609;Salatka warzywna z jajkiem - Salato;226;2.5;9.3;19.5
9610;Czekolada gorzka - Lewiatan;505;4.6;51;30
9611;Wafle ryzowe jablkowe;389;7;87;2
9612;Napoj mleczny proteinowy super body - Mlekovita;66;6;8.2;1
9613;Jogurt do picia jagodowy;70;4.9;10.6;1.8
9614;Kurczak z orzechami ziemnymi. cukinia i komosa;145;14;6;9
9615;Ciasteczka Mafijne - 1 ciastko 18g;511;7.9;64;24.6
9616;Kawa zbozowa Caro Nestle (kawa 4 g. woda 200 ml. mleko 2% 100 ml. cukier 2 lyzeczki) - Nestle;21;0.7;3.7;0.4
9617;Baton Kinder Bueno Dark;593;9;46.1;40.6
9618;Golabki w sosie pomidorowym - Fast&Good;76;3.8;7.8;3.8
9619;Bialko ilozat 97% Extensor;399;97;0;0
9620;Baton Raw Energy Coconut & Cocoa (daktyle 68%. kokos 26%. kakao 6%;406;5;61;18
9621;Tunczyk w oleju - Amerigo;180;23;0;9.5
9622;Baton Raw Energy Cocoa (daktyle 73%. ziarna kakaowe 18%. kakao 9%);375;6;66;11
9623;Hummus - Sabras;247;7;16;18
9624;Czekoladki Alte Excellenz - Lidl;443;3.3;58;17
9625;Makaron z cukinia;74;5;11;2
9626;Serek smietankowy Delfiko (na serniki.nalesniki) - Starco;257;6.5;3.7;24
9627;Pulpety w sosie pomidorowym - lowicz;100;5.6;7.2;5.3
9628;Sos czosnkowy - Bio Byodo;260;1.4;13.7;21.8
9629;Chleb pszenno - zytni. Chleb 500 g;241;6.2;49.9;1.3
9630;Pieczywo chrupkie Rugspro - Wasa;340;11;60;2
9631;Musli fitness yoghurt;394;8.4;73.5;6.1
9632;Karas smazony;98;20;0;2
9633;Grzanki czosnek-oregano 50g;264;5.9;46.3;6
9634;Owoce i jogurt;75;1.6;13.5;1.5
9635;Jogurt Serduszko owoce lesne - Zott;99;3.5;14.2;2.7
9636;Filet z makreli w kremie pomidorowym;91;12;5.8;2.2
9637;Pasztet z cieciorki;140;8.6;19;4.2
9638;Super koktajl czerwony - Fit & Easy;34;1.1;4.2;1
9639;Platki owsiane & chia - Melvit;383;14;43;13
9640;Ser Mozzarella 17% Latteo - OSM Grodzisk Mazowiecki;231;19;0.5;17
9641;Pomidory podsmazane;94;1.3;9.7;5.2
9642;Ser Camembert - Brillat Savarin;386;10;1;38
9643;Lody baton Snickers;338;5.8;34.5;19.4
9644;Chalwa z netto;548;14;52;33
9645;Tunczyk w oleju - Oscar;245;23;0;17
9646;Serek kremowy z oliwka i pomidorem - Delikate;217;5;4.2;20
9647;Lody jak dawniej mietowe;284;3.7;29;17
9648;Bulka hot dog 240 gr - Netto;340;8;54;10
9649;Paluszki Rybne o smaku krabow - Marinero;102;6.5;16.6;1.4
9650;Risotto z kurkami;129;4.2;22;3
9651;Napoj energetyczny light 250 ml - Amper;4;0;1;0
9652;Ser Camembert francuski coulommiers - Cour de Lion;283;18;1;23
9653;Filety sledziowe w kremie musztardowym Dijon - Fjorden's;247;14;5.4;19
9654;Kapusniak - Profi;30;1.3;3.4;1.2
9655;Zupa Krupnik - Profi;35;1.2;4.6;1.2
9656;ciastka gullon;431;6.1;65;17
9657;Ciasto Fantazja;245;4.4;25.8;13.8
9658;Lody chrupiacy karmel - Grycan;271;4.3;29.6;15
9659;Biszkopt z owocami i galartka;251;6.2;37.5;8.5
9660;Chleb zytni pelnoziarnisty - Haverland;208;6.8;39;1.1
9661;Bekon w kawalkach;477;12.7;0.5;47.3
9662;Kotlet z kalafiora i kaszy jaglanej;133;6;14;5
9663;Przyprawa do pomidorow z mozarella;174;5.9;30;0.7
9664;Fasola z puszki (konserwa) - Cannellini;98;8.3;10.9;0.9
9665;Poledwica z kurczaka - Konspol;86;17;1.7;1.2
9666;Ser owczy w plastrach - swiatowid;438;23;1;38
9667;Precle rzeszowskie;263;10.2;50;2.5
9668;Sos do woka slodko-kwasny - Blue Dragon;154;0;38;0
9669;Jogurt Jogobella owoce ogrodu - Zott;100;3.5;14.8;2.6
9670;Piernik marchewkowy;165;8;24;4
9671;Platki zytnie z puffem z zyta i czarna porzeczka - Lubella;363;6.8;76;1.4
9672;Makaron szpinakowy Tagliatelle con spinaci - Barilla;350;12;72;1.5
9673;losos dziki Graved;154;26;1;5
9674;Kielbasa pepperoni Asda;485;18;2.1;45
9675;Musli Multi;352;10;59;7
9676;Chleb bezglutenowy swiezy z maczkiem - Incola;225;3.4;31;9.6
9677;Galaretka truskawkowa 75g - Delecta;333;11;74;0
9678;sniezka blyskawiczna Kremowa smietanka - Cykoria;156;3.8;20;6.8
9679;Serek homogenizowany o smaku waniliowym - Pilos;127;5.6;15;5
9680;Poledwica wedzona z kurczaka - Indykpol;97;19;1;2
9681;Zupa grochowa (po przyrzadzeniu) - Culineo;39;2.1;5.3;0.8
9682;Szynka wedzona - Kraina Miesa;93;17;0.5;2
9683;Kawalki kurczaka w panierce;260;25;9;13
9684;Golonka;220;19;0;16
9685;Kaczka;316;13.5;0;28.6
9686;Jogurt Activia pelne ziarna malina-jagoda - Danone;99;3.7;15.1;2.5
9687;Renifer Reinsdyrskav - First Price;107;21;0;2.5
9688;Rolada wieprzowa gotowana;97;16.7;1.5;2.6
9689;Kluski slaskie z miesem;180;3;29;5.2
9690;Zupa tajska z makaronem - Winiary;62;1;9;2.4
9691;Serek ze szczypiorkiem - Ostrowia;243;5;4;23
9692;Chleb wieloziarnisty - Adampol;244;7.6;39.1;5.2
9693;Piers z kurczaka w platkach kukurydzianych;174;18.8;13.1;5.1
9694;Piwo Paulaner Hefe-Weissbier Dunkel;45;0.4;4.6;0
9695;Lody waniliowo-truskawkowe MANHATTAN;164;1.5;26;6
9696;Greek Style Jogurt naturalny 10% tluszczu 340 g;121;3.3;4.4;10
9697;Ser Maasdamer bez laktozy;351;25;0;29
9698;Makaron zytni pelnoziarnisty BioAvena (nieugotowany);317;8.4;67.4;1.6
9699;naturalne proteiny;367;66.6;21.1;1.4
9700;Piers z kurczaka w pomidorach suszonych z bazylia;111;21;0.9;2.5
9701;ciastka slodkie bezglutenowe berries;457;9.4;57.3;19
9702;Pomme Kale Citron Vert - Fruity Green;45;0.3;10.8;0.1
9703;Ryba z puszki;168;10.9;6.9;10.5
9704;Twarog Capri - Sierpc;190;12;3.6;14
9705;Ser Camembert - La Duchesse z Netto;265;19;0;21
9706;Kasza kukurydziana na mleku;98;3.7;15.9;1.9
9707;Lody Rozek truskawkowy 110 ml;133;2;21;4
9708;Chleb geparda mieszany pszenno-zytni BIEDRONKA;260;8.4;49.6;2.4
9709;Kukurydza z groszkiem bez cukru Porcja na raz - Bonduelle;112;4.5;17.4;3.5
9710;Czekolada Raspberry - Milka;510;4.3;58.5;28.5
9711;Baton Grunchy Orkiszowy - Ania;403;8.1;67.1;12.3
9712;Napoj energetyczny Nature - Tiger;17;0;4.2;0
9713;Wafle ryzowe z orzechami;471;6.2;70;19
9714;Lody biala czekolada - Grycan;288;4.6;28.4;17
9715;Ryba z puszki sild;198;12.9;1.9;15.3
9716;Kubelek Classic KFC;275;13.5;16.6;17
9717;Marmolada z pigwy;253;0;62;0.3
9718;Likier Ramazzotti Amaro;275;0;25;0
9719;Oliwki z anchois;143;1.6;0.5;15
9720;Mini krakersy;438;10.1;67.4;14.2
9721;Sok swiezo wyciskany jablko banan truskawka swiety Spokoj - Sport Food;44;0.3;11.7;0
9722;Salatka warzywna z pomidorami. cebulka i smietana - Lisner;234;1.2;11.3;20
9723;Kawa o poranku - Biedronka;400;8.8;86;0.1
9724;Ciasteczka w mlecznej czekoladzie - O kulki;476;6.8;68;19
9725;Pierogi meksykanskie;280;11.8;48.9;4.6
9726;Makaron trzykolorowy Tricolore pasta - Krav;360;12;70;1.7
9727;Pizza z miesem - Aldi;248;13;29;8
9728;Makaron Spaghetti z pelnoziarnistej pszenicy (nieugotowany) - Combino;351;12;68;1.9
9729;Salatka z szynka - ZPH Witamina;132;2.9;2.7;11.8
9730;jogurt pilos truskawka poziomka;102;3.5;16;2.6
9731;Ser kozi w roladce - President;290;18;1;24
9732;Lody Chocolate & Vanilla MILKA;241;3.1;30;12
9733;Platki migdalowe - Intermarche Bouton;632;27;3.3;55
9734;Mieszanka bakaliowa z orzechow prazonych i solonych Melange - Intermarche;631;24;8;54
9735;Lody Rozek pistacjowy - Lidl;313;3.5;38;15.9
9736;Trzy soczewice z suszonymi pomidorami;122;6.4;14;4.2
9737;Wedlina Lomo;109;21;0.5;2.5
9738;Platki Fit - Aldi;380;7;75;5
9739;Kurczak z curry;85;3;7;5
9740;Ciasto jablkowo-kokosowe;197;9;11.9;12.2
9741;smietana kesem 18%;190;3;4;18
9742;Kotlet Jajeczny + piers kurczaka;112;17;2;4
9743;Jogurt owocowy - Milbona;94;3.7;15.8;1.4
9744;Sznycel mielony z indyka;167;10;7;11
9745;Baton Bakoma Men wysokobialkowy wanilia - Bakoma;406;25;43;17
9746;Chleb francuski;259;6;54;1
9747;Ryba z puszki - Herring;187;12.6;5.1;12.8
9748;Lody jogurtowe TOLONIS (Biedronka);135;4.2;22.8;2.6
9749;Bulion rosol wolowy - Kucharek;6;0.5;0.5;0.5
9750;Bita smietana sniezka z mleka (w proszku);154;3;21;7
9751;Ryba po japonsku;103;9;4;6
9752;Buraczki cwiklowe zasmazane - Fine Life;123;1;13;7
9753;Mleko Terrasana;218;2;3;22
9754;Kanapka z tunczykiem - Subway;357;19.8;40.8;12.4
9755;Twarog tlusty - Ekolukta;171;17.7;3.6;9.5
9756;Kasza manna na mleku z sosem truskawkowym;125;2.9;17.2;4.8
9757;Napoj z czarnej porzeczki (nektar) - Hortex;45;0.2;11;0
9758;Czekolada gorzka 75% kakao z ksylitolem - Xucker;559;8;28;48
9759;Sos barbecue - Subway;160;1;36.5;0
9760;Pulpa z mango alphonso - KTC;74;0.7;17.6;0.1
9761;Cukierek kokos - Mieszko;439;3.4;75.7;13.7
9762;Paluszki pelne ziarno - Lajkonik;389;11;71;5
9763;Makaron pszenny (nieugotowany);351;13;70;1.5
9764;Czekolada do picia (kakao) - Decomorreno;388;6.4;73;6.7
9765;Galareta rybna - Fish King;52;7.2;3.7;0.3
9766;Nogi wieprzowe (gotowane);272;30.8;0;16.5
9767;Chinskie Tofu;100;11;0.4;5
9768;Sok z kiszonych ogorkow;11;1;1.9;0.1
9769;Ciastka Kruszynki z kawalkami czekolady;495;6.7;61;24
9770;Makaron pszenno-gryczany - Soba Noodles;355;14.6;70;1
9771;Ryba Czarniak (mrozona) - Frosta;78;18.7;0;0.3
9772;losos marynowany z koperkiem i sosem chrzanowo-smietanowym;148;15;3.2;8.4
9773;Chrupki orkiszowe;352;11;71;1.8
9774;Ciastko Kremowka moja;312;3.6;31.2;19.1
9775;Zupy domowe;49;1;6;3
9776;Drozdzowka francuska z nadzieniem morelowym bezglutenowa - BEZGLUTEN;494;0.6;44;35
9777;KFD Protein Dessert;350;80;1.2;1.5
9778;Salatka chlopska;193;3.1;6.1;17
9779;Carpaccio z buraka;60;10;2;3
9780;Mieso mielone wolowo-wieprzowe 500g - Netto;300;18;2;23
9781;OLIMP WHEY ISOLATE;348;84;2.4;0.4
9782;Golabki - Miedzychod;84;4.5;10.8;3.3
9783;Peanua krem z orzeszkow ziemnych - Sympathica;513;9;47.7;30
9784;Chipsy paprykowe karbowane - Lidl;511;6;54;29
9785;Fruzelina;98;1;25;0
9786;Baton Crispello - Milka;560;7.7;50.5;35.5
9787;Lasagne z mozzarella;164;11;10;9
9788;Chleb kukurydziany cienki;383;7.4;79;3.1
9789;Serek puszysty suszone kurki Giorno - Tesco;239;6.6;5.9;21
9790;Ryz brazowy - Halina;354;7.7;72;3.2
9791;Kamikaze;178;0.1;15.4;0.2
9792;Kolba Kukurydzy z maslem - KFC;126;3;20;4
9793;Muffinki ze szpinakiem i serem Gouda;249;9;24;13
9794;Serek topiony light - Eru;125;17;3;5
9795;Chleb Vital Fit;229;7.7;35;4.9
9796;Ser zolty Harzer Roller;125;30;0;0.5
9797;Jogurt balkanski normalny;112;3.8;4;9
9798;Kielbaska biala vege na grill 150 g - Wheaty;234;25.6;6;12
9799;Ser twarogowy - Tesco;116;19.8;3.5;2.5
9800;Lody sorbet ananasowy - Carte Dor;110;0.5;26;0.5
9801;Ciasto filo (7 Days);282;9;59;1
9802;Napoj owsiany;40;1;7;1
9803;Baton Amigos czekoladowy - Wawel;482;3.5;59;24
9804;Ryz Basmati (suchy) - Golden Sun;356;9;78;1
9805;Lody smietankowe muuucia;86;0.9;12;3.4
9806;Kamyki brzeskie;488;13;53;24
9807;Cebulowa z grzankami Goracy Kubek (sam proszek);39;0.6;5.2;1.7
9808;Ser kozi poltwardy w plastrach EUROSER;392;23;0;32
9809;nalesnik z serkiem wiejskim;175;10;24;5
9810;Zupa warzywna - Benessere;21;1.1;2.9;0
9811;kolba kukurydzy (gotowana);115;3.7;23.4;1.4
9812;Grzanki srodziemnomorskie z oliwa z oliwek;491;11;58;23
9813;Fornetti;287;8;35;12
9814;Baton z nadzieniem karmelowym - Milka;495;4.8;59;26
9815;Jogurt naturalny - Prudnik;54;3.9;5;1.5
9816;Wafelek Rizer z kemem orzechowo-kakaowym - Sondey;545;6;52;34
9817;Jogurt jagodowy - FruVita;99;2.7;16.1;2.5
9818;Tunczyk rozdrobniony w wodzie (Top Budget);70;13;0;2
9819;Wino Vermouth Bianco - Cin Cin;132;0;0;0
9820;Puree owocowe - Frutta Frullata;58;0.2;13.5;0.1
9821;Koktajl truskawkowy - Smart Food;372;69.2;11.2;4.6
9822;Strucla serowa PUTKA;290;9;41;10
9823;Ciecierzyca BIO - BioPlanet;343;22;45;4.6
9824;Orzeszki ziemne w chrupiacej panierce Nic Nac's;540;15;39;35
9825;Mieszanka warzywna- Lidl;55;3;8;1
9826;Krakersy - Tuc;485;8;65;22
